market_id,question,fraction,ground_truth_yes,entry_price,predicted_yes,pick_confidence,divergence,disposition,velocity,pairs,composite,signal,n_prices,n_trades,profit
1891029,Magic vs. Celtics,0.25,False,0.245,True,0.10199999999999998,0.406,0.192,0.688,0.542,0.3775,HOLD,26,500,-0.245
568630,Will Rory McIlroy win the 2026 Masters tournament?,0.25,True,0.095,True,0.5,1.0,0.375,0.688,0.25,0.47977499999999995,ENTER,185,500,0.905
1784029,Will FC Internazionale Milano win on 2026-04-12?,0.25,True,0.42,True,0.6365000000000001,1.0,1.0,0.688,0.25,0.5891499999999998,STRONG ENTER,81,500,0.5800000000000001
1891047,Warriors vs. Clippers,0.25,False,0.42,False,0.295,0.2,0.322,0.688,0.367,0.33597499999999997,NEUTRAL,29,500,0.41999999999999993
1786388,Will Manchester City FC win on 2026-04-12?,0.25,True,0.445,True,0.1285,1.0,0.375,0.688,0.542,0.5683749999999999,HOLD,47,500,0.5549999999999999
568629,Will Scottie Scheffler win the 2026 Masters tournament?,0.25,False,0.175,True,0.542,1.0,0.84,0.621,0.25,0.5494249999999999,STRONG ENTER,148,500,-0.175
1607464,Bruins vs. Blue Jackets,0.25,True,0.5,True,0.293,0.042,0.928,0.688,0.25,0.3465,HOLD,166,500,0.5
1787766,Will Villarreal CF win on 2026-04-12?,0.25,True,0.335,False,0.1535,1.0,0.665,0.688,0.25,0.5305249999999999,HOLD,32,500,-0.665
1706414,"Military action against Iran ends on April 24, 2026?",0.25,False,0.0145,False,0.6435,0.033,0.13,0.349,0.338,0.15864999999999999,EXIT,91,500,0.014499999999999957
1786365,Will Nottingham Forest FC win on 2026-04-12?,0.25,False,0.355,True,0.269,0.022,0.919,0.688,0.25,0.335425,HOLD,24,500,-0.355
948043,Will TISZA – Respect and Freedom Party (TISZA) win the most seats in the next Hungarian parliamentary election?,0.25,True,0.65,False,0.369,0.0,0.159,0.656,0.454,0.222075,EXIT,154,500,-0.35
1786347,Will OGC Nice win on 2026-04-12?,0.25,False,0.49,False,0.074,0.048,0.583,0.657,0.396,0.30910000000000004,HOLD,80,500,0.49
1890656,Chicago White Sox vs. Kansas City Royals,0.25,True,0.29,False,0.1285,0.472,0.485,0.623,0.396,0.4646,NEUTRAL,28,500,-0.71
1919465,Indian Premier League: Lucknow Super Giants vs Gujarat Titans,0.25,False,0.44,True,0.1145,0.054,0.544,0.688,0.454,0.3207,HOLD,22,500,-0.44
1891042,Pelicans vs. Timberwolves,0.25,False,0.26,True,0.265,0.334,0.466,0.688,0.571,0.460525,HOLD,32,500,-0.26
568668,Will Cameron Young win the 2026 Masters tournament?,0.25,False,0.0285,True,0.08650000000000001,0.505,0.884,0.646,0.425,0.558,HOLD,153,500,-0.0285
568652,Will Justin Rose win the 2026 Masters tournament?,0.25,False,0.0285,True,0.079,0.505,0.881,0.631,0.483,0.5824,HOLD,157,500,-0.0285
1706421,"Military action against Iran continues through April 30, 2026?",0.25,False,0.655,True,0.363,1.0,0.252,0.544,0.396,0.4592,HOLD,79,500,-0.655
1607474,Senators vs. Devils,0.25,False,0.5,True,0.314,0.042,0.688,0.642,0.25,0.29644999999999994,NEUTRAL,152,500,-0.5
948038,Will Fidesz–KDNP win the most seats in the next Hungarian parliamentary election?,0.25,False,0.35,True,0.0585,0.0,0.234,0.663,0.425,0.23135,NEUTRAL,185,500,-0.35
1786372,Will Aston Villa FC win on 2026-04-12?,0.25,False,0.355,True,0.289,0.022,0.926,0.688,0.454,0.37235,HOLD,33,500,-0.355
1844503,LoL: Weibo Gaming vs Bilibili Gaming - Game 1 Winner,0.25,False,0.5,False,0.323,0.931,0.145,0.688,0.425,0.426575,HOLD,37,500,0.5
1891044,Suns vs. Thunder,0.25,True,0.24,True,0.2985,0.373,0.741,0.688,0.338,0.47589999999999993,HOLD,23,500,0.76
1607484,Utah vs. Flames,0.25,False,0.585,False,0.4125,0.042,0.131,0.652,0.25,0.20072500000000001,EXIT,150,500,0.585
1786385,Will Chelsea FC win on 2026-04-12?,0.25,False,0.315,True,0.3655,1.0,0.957,0.688,0.367,0.6371999999999999,HOLD,29,500,-0.315
1607469,Canadiens vs. Islanders,0.25,True,0.705,True,0.22599999999999998,0.607,0.175,0.641,0.542,0.396375,HOLD,151,500,0.29500000000000004
568657,Will Russell Henley win the 2026 Masters tournament?,0.25,False,0.0125,True,0.08399999999999999,0.222,0.504,0.607,0.425,0.37424999999999997,HOLD,159,500,-0.0125
1706399,"Military action against Iran ends on April 9, 2026?",0.25,True,0.007,False,0.205,0.016,0.184,0.625,0.338,0.20832499999999998,EXIT,75,500,-0.993
1890665,Texas Rangers vs. Los Angeles Dodgers,0.25,True,0.345,False,0.33949999999999997,0.617,0.372,0.652,0.425,0.4731499999999999,HOLD,20,500,-0.655
1893967,LoL: Team Vitality vs Shifters - Game 2 Winner,0.25,True,0.635,True,0.4225,0.188,0.615,0.688,0.338,0.376475,ENTER,37,500,0.365
1891037,Bucks vs. 76ers,0.25,False,0.305,True,0.034,0.331,0.287,0.688,0.454,0.3941,NEUTRAL,21,500,-0.305
1844504,LoL: Weibo Gaming vs Bilibili Gaming - Game 2 Winner,0.25,False,0.5,False,0.09100000000000001,0.931,0.487,0.688,0.571,0.6145749999999999,HOLD,51,500,0.5
568665,Will Sam Burns win the 2026 Masters tournament?,0.25,False,0.0095,False,0.6555,0.168,0.164,0.558,0.425,0.27932500000000005,EXIT,183,500,0.009499999999999953
1607479,Canucks vs. Ducks,0.25,True,0.5,True,0.06,0.062,0.846,0.661,0.25,0.336925,HOLD,149,500,0.5
1607459,Penguins vs. Capitals,0.25,False,0.505,False,0.182,0.042,0.316,0.662,0.25,0.23484999999999998,NEUTRAL,145,500,0.505
1786329,Will VfB Stuttgart win on 2026-04-12?,0.25,True,0.67,True,0.1945,0.053,0.625,0.688,0.308,0.30884999999999996,HOLD,33,500,0.32999999999999996
1787260,VfB Stuttgart vs. Hamburger SV: O/U 3.5,0.25,True,0.42,True,0.171,0.042,0.885,0.596,0.25,0.322875,HOLD,74,500,0.5800000000000001
1423689,Will Elon Musk post 460-479 tweets in April 2026?,0.25,False,0.0015,False,0.5025,0.043,0.65,0.127,0.483,0.24092499999999997,EXIT,185,487,0.0014999999999999458
1912774,"Trump announces US x Iran ceasefire end by April 12, 2026?",0.25,False,0.075,False,0.609,0.33,0.117,0.521,0.367,0.268725,NEUTRAL,27,500,0.07499999999999996
1787740,Will RCD Mallorca win on 2026-04-12?,0.25,True,0.36,True,0.5155,1.0,0.952,0.688,0.454,0.67765,STRONG ENTER,39,500,0.64
1867409,LoL: HANJIN BRION vs KT Rolster - Game 2 Winner,0.25,False,0.505,False,0.20249999999999999,0.142,0.763,0.661,0.512,0.40625,HOLD,27,500,0.505
1844502,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend,0.25,False,0.175,True,0.07350000000000001,0.326,0.181,0.688,0.571,0.36334999999999995,HOLD,49,500,-0.175
1788202,RC Celta de Vigo vs. Real Oviedo: O/U 2.5,0.25,True,0.49,False,0.067,0.042,0.802,0.651,0.25,0.317975,HOLD,75,500,-0.51
1706371,"Military action against Iran ends by April 30, 2026?",0.25,True,0.38,True,0.006000000000000005,1.0,0.213,0.439,0.396,0.4223,NEUTRAL,96,500,0.62
1844481,LoL: Oh My God vs LGD Gaming - Game 2 Winner,0.25,False,0.5,False,0.17,0.0,0.192,0.685,0.425,0.22785,EXIT,47,500,0.5
1786340,Will Newcastle United FC win on 2026-04-12?,0.25,False,0.385,True,0.175,0.024,0.767,0.688,0.308,0.319925,HOLD,41,500,-0.385
1786299,Will Sunderland AFC win on 2026-04-12?,0.25,True,0.365,True,0.056,1.0,0.845,0.688,0.425,0.6451499999999999,HOLD,60,500,0.635
1854209,"Will Elon Musk post 240-259 tweets from April 7 to April 14, 2026?",0.25,False,0.165,True,0.7075,1.0,0.353,0.499,0.279,0.45662499999999995,ENTER,51,500,-0.165
568711,Will Hao-Tong Li win the 2026 Masters tournament?,0.25,False,0.0015,False,0.454,0.027,0.207,0.511,0.25,0.182225,NEUTRAL,33,500,0.0014999999999999458
1784022,Will SSC Napoli win on 2026-04-12?,0.25,False,0.585,False,0.202,0.042,0.424,0.688,0.25,0.2583,NEUTRAL,65,500,0.585
1787742,Will RCD Mallorca vs. Rayo Vallecano de Madrid end in a draw?,0.25,False,0.275,True,0.04450000000000001,1.0,0.894,0.591,0.25,0.553625,HOLD,78,500,-0.275
1744959,Will SC Braga win on 2026-04-12?,0.25,True,0.5,False,0.45,0.194,0.653,0.591,0.367,0.37407499999999994,ENTER,32,500,-0.5
1787751,Will RC Celta de Vigo win on 2026-04-12?,0.25,False,0.595,True,0.34299999999999997,0.082,0.683,0.688,0.396,0.34817499999999996,HOLD,33,500,-0.595
1867386,LoL: BNK FEARX vs DN SOOPers - Game 2 Winner,0.25,True,0.505,True,0.1355,0.049,0.869,0.688,0.454,0.3752,HOLD,24,500,0.495
1890649,Miami Marlins vs. Detroit Tigers,0.25,False,0.345,False,0.7805,0.361,0.654,0.66,0.483,0.48595000000000005,ENTER,20,500,0.345
568643,Will Tyrrell Hatton win the 2026 Masters tournament?,0.25,False,0.0105,True,0.07750000000000001,0.186,0.936,0.589,0.25,0.398975,HOLD,183,500,-0.0105
1786328,Will Crystal Palace FC win on 2026-04-12?,0.25,True,0.335,False,0.2725,0.021,0.73,0.688,0.571,0.35805,HOLD,33,500,-0.665
1706400,"Military action against Iran ends on April 10, 2026?",0.25,False,0.021,False,0.136,0.048,0.375,0.403,0.425,0.233325,NEUTRAL,86,500,0.02100000000000002
1879422,"Will the price of Bitcoin be above $72,000 on April 12?",0.25,False,0.15,False,0.503,0.862,0.435,0.617,0.367,0.5092749999999999,ENTER,20,500,0.15000000000000002
1744968,Will FC Porto win on 2026-04-12?,0.25,True,0.5,True,0.3235,0.134,0.933,0.655,0.512,0.43115,HOLD,97,500,0.5
1784016,Will Genoa CFC win on 2026-04-12?,0.25,True,0.455,False,0.0205,0.054,0.811,0.67,0.367,0.34904999999999997,HOLD,58,500,-0.5449999999999999
1598149,Will NEC win on 2026-04-12?,0.25,False,0.33,True,0.2535,1.0,0.84,0.568,0.542,0.67885,HOLD,165,500,-0.33
1744729,Will CA Rosario Central win on 2026-04-12?,0.25,False,0.34,False,0.886,0.592,0.65,0.532,0.483,0.539875,STRONG ENTER,75,500,0.3400000000000001
1784027,Will Como 1907 win on 2026-04-12?,0.25,False,0.305,False,0.155,1.0,0.58,0.688,0.25,0.5156499999999999,HOLD,70,500,0.30499999999999994
1744730,Will CA Tucumán win on 2026-04-12?,0.25,False,0.49,True,0.093,0.092,0.862,0.573,0.338,0.353975,HOLD,81,500,-0.49
1787233,Nottingham Forest FC vs. Aston Villa FC: O/U 2.5,0.25,False,0.495,True,0.473,0.042,0.542,0.657,0.25,0.273525,NEUTRAL,79,500,-0.495
1854206,"Will Elon Musk post 220-239 tweets from April 7 to April 14, 2026?",0.25,False,0.105,False,0.6085,1.0,0.272,0.503,0.571,0.49215,STRONG ENTER,47,500,0.10499999999999998
1786307,Will Tottenham Hotspur FC win on 2026-04-12?,0.25,False,0.365,False,0.0785,1.0,0.761,0.688,0.25,0.547325,HOLD,75,500,0.365
1784023,Will Bologna FC 1909 win on 2026-04-12?,0.25,True,0.58,True,0.41,0.057,0.977,0.688,0.396,0.38775,ENTER,36,500,0.42000000000000004
568647,Will Shane Lowry win the 2026 Masters tournament?,0.25,False,0.0115,False,0.21500000000000002,0.204,0.256,0.516,0.25,0.27575,NEUTRAL,149,500,0.011499999999999955
1786369,Will Nottingham Forest FC vs. Aston Villa FC end in a draw?,0.25,True,0.285,True,0.142,0.018,0.875,0.688,0.338,0.341225,HOLD,78,500,0.7150000000000001
1598150,Will NEC vs. Feyenoord Rotterdam end in a draw?,0.25,True,0.24,False,0.706,1.0,0.652,0.589,0.542,0.649625,STRONG ENTER,170,500,-0.76
1890640,San Francisco Giants vs. Baltimore Orioles,0.25,False,0.52,True,0.4335,0.355,0.786,0.677,0.367,0.48887499999999995,ENTER,24,500,-0.52
1625014,Pumas de la UNAM vs. Mazatlán FC: O/U 3.5,0.25,True,0.505,False,0.5265,0.059,0.189,0.585,0.454,0.24292499999999997,EXIT,154,500,-0.495
1700812,Valorant: FURIA Esports vs NRG (BO3) - VCT Americas Stage 1 Group Omega,0.25,True,0.34,False,0.2335,0.352,0.58,0.635,0.454,0.45927499999999993,HOLD,118,500,-0.6599999999999999
568641,Will Patrick Cantlay win the 2026 Masters tournament?,0.25,False,0.0105,False,0.74,0.186,0.03,0.48,0.25,0.17454999999999998,EXIT,185,500,0.010499999999999954
1787213,1. FSV Mainz 05 vs. SC Freiburg: O/U 2.5,0.25,False,0.51,False,0.256,0.042,0.531,0.633,0.25,0.26739999999999997,NEUTRAL,79,500,0.51
568633,Will Collin Morikawa win the 2026 Masters tournament?,0.25,False,0.0305,True,0.34,0.541,0.405,0.365,0.483,0.42345,NEUTRAL,185,500,-0.0305
1608654,Columbus Crew vs. Orlando City SC: O/U 3.5,0.25,False,0.51,True,0.349,0.208,0.756,0.495,0.425,0.3921,NEUTRAL,150,500,-0.51
1787183,Spread: Manchester City FC (-1.5),0.25,True,0.51,True,0.1375,0.758,0.858,0.657,0.396,0.5858749999999999,HOLD,66,500,0.49
1706370,"Military action against Iran ends by April 29, 2026?",0.25,True,0.445,True,0.305,1.0,0.459,0.399,0.425,0.5192249999999999,NEUTRAL,79,387,0.5549999999999999
1786371,Will 1. FSV Mainz 05 vs. SC Freiburg end in a draw?,0.25,False,0.31,True,0.64,1.0,0.986,0.631,0.542,0.7154249999999999,STRONG ENTER,69,500,-0.31
1844480,LoL: Oh My God vs LGD Gaming - Game 1 Winner,0.25,True,0.5,True,0.301,0.0,0.93,0.674,0.367,0.344925,HOLD,23,500,0.5
1795087,Will SE Palmeiras win on 2026-04-12?,0.25,False,0.395,False,0.6715,0.667,0.5,0.627,0.396,0.50205,STRONG ENTER,45,500,0.395
1787190,Chelsea FC vs. Manchester City FC: O/U 2.5,0.25,True,0.625,False,0.11449999999999999,0.929,0.8,0.688,0.396,0.6110749999999999,HOLD,79,500,-0.375
1607482,Canucks vs. Ducks: O/U 6.5,0.25,True,0.51,False,0.334,0.063,0.217,0.464,0.367,0.213325,NEUTRAL,147,500,-0.49
1786333,Will Crystal Palace FC vs. Newcastle United FC end in a draw?,0.25,False,0.275,True,0.023,0.017,0.309,0.667,0.6,0.283875,NEUTRAL,27,500,-0.275
1902343,LoL: Sentinels vs Cloud9 - Game 2 Winner,0.25,True,0.5,False,0.345,0.146,0.715,0.619,0.454,0.38225,HOLD,24,500,-0.5
1879414,"Will the price of Bitcoin be above $68,000 on April 12?",0.25,True,0.535,True,0.5075,1.0,0.251,0.528,0.279,0.43544999999999995,ENTER,34,500,0.46499999999999997
1718663,"Military action against Iran ends by April 15, 2026?",0.25,True,0.205,True,0.012,0.013,0.524,0.385,0.396,0.23454999999999998,NEUTRAL,110,500,0.795
1762727,Will Galatasaray SK win on 2026-04-12?,0.25,False,0.595,False,0.036500000000000005,0.417,0.856,0.662,0.338,0.499175,HOLD,59,500,0.595
1890661,Boston Red Sox vs. St. Louis Cardinals,0.25,True,0.62,True,0.105,0.054,0.594,0.631,0.367,0.30424999999999996,HOLD,31,500,0.38
1787760,Will Athletic Club win on 2026-04-12?,0.25,False,0.405,False,0.3865,1.0,0.596,0.679,0.25,0.516875,HOLD,24,500,0.405
1885995,"Will Bitcoin reach $76,000 April 6-12?",0.25,False,0.235,True,0.065,0.667,0.152,0.473,0.279,0.320525,NEUTRAL,36,500,-0.235
1890652,Athletics vs. New York Mets,0.25,True,0.41,False,0.6054999999999999,0.125,0.383,0.661,0.483,0.3266,NEUTRAL,38,500,-0.5900000000000001
1795093,Will Cruzeiro EC win on 2026-04-12?,0.25,True,0.505,True,0.3285,0.417,0.896,0.655,0.454,0.54895,HOLD,76,500,0.495
1786374,Will SC Freiburg win on 2026-04-12?,0.25,True,0.24,False,0.128,1.0,0.843,0.666,0.454,0.654725,HOLD,27,500,-0.76
1706420,"Military action against Iran ends on April 30, 2026?",0.25,False,0.089,False,0.1255,0.202,0.282,0.329,0.512,0.292475,NEUTRAL,95,500,0.08899999999999997
1706418,"Military action against Iran ends on April 28, 2026?",0.25,False,0.06,False,0.592,0.136,0.13,0.294,0.367,0.20122500000000001,EXIT,69,500,0.06000000000000005
1795077,Will Botafogo FR win on 2026-04-12?,0.25,False,0.675,True,0.506,0.667,0.827,0.621,0.425,0.572,STRONG ENTER,59,500,-0.675
1718699,"Military action against Iran ends by June 30, 2026?",0.25,True,0.8,False,0.0075,0.05,0.294,0.349,0.396,0.205575,NEUTRAL,100,500,-0.19999999999999996
1891045,Nuggets vs. Spurs,0.5,True,0.485,True,0.1465,0.414,0.521,0.688,0.393,0.4707,HOLD,24,500,0.515
1891029,Magic vs. Celtics,0.5,False,0.465,True,0.3675,0.667,0.198,0.688,0.361,0.39435,HOLD,54,500,-0.465
568630,Will Rory McIlroy win the 2026 Masters tournament?,0.5,True,0.075,True,0.443,1.0,0.375,0.688,0.489,0.5590999999999999,ENTER,370,500,0.925
1784029,Will FC Internazionale Milano win on 2026-04-12?,0.5,True,0.425,True,0.6385000000000001,1.0,1.0,0.688,0.441,0.6798749999999999,STRONG ENTER,152,500,0.575
1891047,Warriors vs. Clippers,0.5,False,0.305,False,0.098,0.152,0.373,0.688,0.377,0.32384999999999997,NEUTRAL,58,500,0.30499999999999994
1786388,Will Manchester City FC win on 2026-04-12?,0.5,True,0.455,True,0.148,1.0,0.375,0.688,0.536,0.5673249999999999,HOLD,76,500,0.5449999999999999
1891035,Hawks vs. Heat,0.5,False,0.705,True,0.1345,0.667,0.192,0.688,0.377,0.39429999999999993,HOLD,39,500,-0.705
1891032,Wizards vs. Cavaliers,0.5,False,0.095,True,0.19099999999999998,0.191,0.416,0.688,0.345,0.3443,NEUTRAL,25,500,-0.095
568629,Will Scottie Scheffler win the 2026 Masters tournament?,0.5,False,0.16,True,0.542,1.0,0.84,0.621,0.457,0.6477499999999999,STRONG ENTER,325,500,-0.16
1607464,Bruins vs. Blue Jackets,0.5,True,0.62,True,0.7929999999999999,0.667,0.928,0.688,0.345,0.5634,STRONG ENTER,328,500,0.38
1787766,Will Villarreal CF win on 2026-04-12?,0.5,True,0.335,False,0.1535,1.0,0.663,0.688,0.505,0.6513,HOLD,56,500,-0.665
1706414,"Military action against Iran ends on April 24, 2026?",0.5,False,0.0225,False,0.7095,0.091,0.13,0.349,0.552,0.22364999999999996,EXIT,166,500,0.022499999999999964
1786365,Will Nottingham Forest FC win on 2026-04-12?,0.5,False,0.355,True,0.269,0.022,0.919,0.688,0.25,0.335425,HOLD,47,500,-0.355
948043,Will TISZA – Respect and Freedom Party (TISZA) win the most seats in the next Hungarian parliamentary election?,0.5,True,0.655,False,0.369,0.0,0.162,0.656,0.377,0.209125,EXIT,328,500,-0.345
1786347,Will OGC Nice win on 2026-04-12?,0.5,False,0.495,False,0.060000000000000005,0.045,0.582,0.657,0.52,0.3292,HOLD,151,500,0.495
1890656,Chicago White Sox vs. Kansas City Royals,0.5,True,0.3,False,0.072,0.434,0.458,0.623,0.361,0.4366,NEUTRAL,57,500,-0.7
1919465,Indian Premier League: Lucknow Super Giants vs Gujarat Titans,0.5,False,0.47,True,0.2645,0.337,0.541,0.688,0.314,0.4232,HOLD,38,500,-0.47
1891042,Pelicans vs. Timberwolves,0.5,False,0.25,True,0.04450000000000001,0.396,0.467,0.688,0.361,0.44289999999999996,NEUTRAL,63,500,-0.25
568668,Will Cameron Young win the 2026 Masters tournament?,0.5,False,0.0265,True,0.09150000000000001,0.566,0.884,0.646,0.314,0.51595,HOLD,331,500,-0.0265
568652,Will Justin Rose win the 2026 Masters tournament?,0.5,False,0.0315,True,0.1375,0.673,0.881,0.631,0.345,0.54625,HOLD,329,500,-0.0315
1706421,"Military action against Iran continues through April 30, 2026?",0.5,False,0.655,True,0.363,1.0,0.252,0.544,0.345,0.450275,HOLD,140,500,-0.655
1607474,Senators vs. Devils,0.5,False,0.49,True,0.314,0.042,0.689,0.642,0.25,0.29662499999999997,NEUTRAL,310,500,-0.49
1893965,LoL: Team Vitality vs Shifters (BO3) - LEC Regular Season,0.5,True,0.81,False,0.057999999999999996,1.0,0.353,0.688,0.377,0.52905,HOLD,37,500,-0.18999999999999995
